"","subject","calculation","readingtype","activitydescription","average"
"155",1,"std","GravityAccMag","WALKING_DOWNSTAIRS",0.0198843506265306
"156",1,"std","GravityAccMag","WALKING_UPSTAIRS",-0.324970929245283
"157",2,"mean","BodyAcc","LAYING",-0.464156310966667
"158",2,"mean","BodyAcc","SITTING",-0.460188071030797
"159",2,"mean","BodyAcc","STANDING",-0.45878458730216
"160",2,"mean","BodyAcc","WALKING",-0.111571338769944
"161",2,"mean","BodyAcc","WALKING_DOWNSTAIRS",0.066339403322695
"162",2,"mean","BodyAcc","WALKING_UPSTAIRS",-0.0774266138306597
"163",2,"mean","BodyAccJerk","LAYING",-0.476954937528507
"164",2,"mean","BodyAccJerk","SITTING",-0.476426697931775
"165",2,"mean","BodyAccJerk","STANDING",-0.475813880482531
"166",2,"mean","BodyAccJerk","WALKING",-0.141730573596751
"167",2,"mean","BodyAccJerk","WALKING_DOWNSTAIRS",0.00810949628677305
"168",2,"mean","BodyAccJerk","WALKING_UPSTAIRS",-0.147497877785174
"169",2,"mean","BodyAccJerkMag","LAYING",-0.987741696041667
"170",2,"mean","BodyAccJerkMag","SITTING",-0.986774713043478
"171",2,"mean","BodyAccJerkMag","STANDING",-0.980489077407407
"172",2,"mean","BodyAccJerkMag","WALKING",-0.281424153881356
"173",2,"mean","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.00565516335106383
"174",2,"mean","BodyAccJerkMag","WALKING_UPSTAIRS",-0.321268911041667
"175",2,"mean","BodyAccMag","LAYING",-0.976272840833333
"176",2,"mean","BodyAccMag","SITTING",-0.964583686086957
"177",2,"mean","BodyAccMag","STANDING",-0.964963673888889
"178",2,"mean","BodyAccMag","WALKING",-0.307348510830508
"179",2,"mean","BodyAccMag","WALKING_DOWNSTAIRS",0.191687973544681
"180",2,"mean","BodyAccMag","WALKING_UPSTAIRS",-0.126320609338542
"181",2,"mean","BodyBodyAccJerkMag","LAYING",-0.985374114791667
"182",2,"mean","BodyBodyAccJerkMag","SITTING",-0.983874698913043
"183",2,"mean","BodyBodyAccJerkMag","STANDING",-0.977065295555556
"184",2,"mean","BodyBodyAccJerkMag","WALKING",-0.169064352813559
"185",2,"mean","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.222247409576596
"186",2,"mean","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.189511136902083
"187",2,"mean","BodyBodyGyroJerkMag","LAYING",-0.990248702291667
"188",2,"mean","BodyBodyGyroJerkMag","SITTING",-0.989861950869565
"189",2,"mean","BodyBodyGyroJerkMag","STANDING",-0.977849827407407
"190",2,"mean","BodyBodyGyroJerkMag","WALKING",-0.583249293389831
"191",2,"mean","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.380175306489362
"192",2,"mean","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.60079849625
"193",2,"mean","BodyBodyGyroMag","LAYING",-0.972112972708333
"194",2,"mean","BodyBodyGyroMag","SITTING",-0.971840596086956
"195",2,"mean","BodyBodyGyroMag","STANDING",-0.961775904814815
"196",2,"mean","BodyBodyGyroMag","WALKING",-0.530704814745763
"197",2,"mean","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.320838543553191
"198",2,"mean","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.450612184791667
"199",2,"mean","BodyGyro","LAYING",-0.486303208440972
"200",2,"mean","BodyGyro","SITTING",-0.498118121863768
"201",2,"mean","BodyGyro","STANDING",-0.486384639482253
"202",2,"mean","BodyGyro","WALKING",-0.233262656645056
"203",2,"mean","BodyGyro","WALKING_DOWNSTAIRS",-0.10313018405
"204",2,"mean","BodyGyro","WALKING_UPSTAIRS",-0.181545499074653
"205",2,"mean","BodyGyroJerk","LAYING",-0.0693371513
"206",2,"mean","BodyGyroJerk","SITTING",-0.0595927136152174
"207",2,"mean","BodyGyroJerk","STANDING",-0.0674860197895062
"208",2,"mean","BodyGyroJerk","WALKING",-0.0624024011683616
"209",2,"mean","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.057091285764539
"210",2,"mean","BodyGyroJerk","WALKING_UPSTAIRS",-0.0566023063805556
"211",2,"mean","BodyGyroJerkMag","LAYING",-0.991767074166667
"212",2,"mean","BodyGyroJerkMag","SITTING",-0.991081493913043
"213",2,"mean","BodyGyroJerkMag","STANDING",-0.983951904259259
"214",2,"mean","BodyGyroJerkMag","WALKING",-0.547911950338983
"215",2,"mean","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.410872671489362
"216",2,"mean","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.572816438541667
"217",2,"mean","BodyGyroMag","LAYING",-0.950011569583333
"218",2,"mean","BodyGyroMag","SITTING",-0.946035087173913
"219",2,"mean","BodyGyroMag","STANDING",-0.963466341851852
"220",2,"mean","BodyGyroMag","WALKING",-0.446549092881356
"221",2,"mean","BodyGyroMag","WALKING_DOWNSTAIRS",-0.162188586930426
"222",2,"mean","BodyGyroMag","WALKING_UPSTAIRS",-0.219713472958333
"223",2,"mean","GravityAcc","LAYING",0.296539093611111
"224",2,"mean","GravityAcc","SITTING",0.344524672435188
"225",2,"mean","GravityAcc","STANDING",0.218871010407407
"226",2,"mean","GravityAcc","WALKING",0.217045776836158
"227",2,"mean","GravityAcc","WALKING_DOWNSTAIRS",0.164054076207092
"228",2,"mean","GravityAcc","WALKING_UPSTAIRS",0.0595380964111111
"229",2,"mean","GravityAccMag","LAYING",-0.977435485208333
"230",2,"mean","GravityAccMag","SITTING",-0.967893623913043
"231",2,"mean","GravityAccMag","STANDING",-0.965875181296296
"232",2,"mean","GravityAccMag","WALKING",-0.290407593728814
"233",2,"mean","GravityAccMag","WALKING_DOWNSTAIRS",0.0899511204978723
"234",2,"mean","GravityAccMag","WALKING_UPSTAIRS",-0.107322679520833
"235",2,"std","BodyAcc","LAYING",-0.979605655520833
"236",2,"std","BodyAcc","SITTING",-0.965275609782609
"237",2,"std","BodyAcc","STANDING",-0.964619604228395
"238",2,"std","BodyAcc","WALKING",-0.334847472179096
"239",2,"std","BodyAcc","WALKING_DOWNSTAIRS",0.038742710143617
"240",2,"std","BodyAcc","WALKING_UPSTAIRS",-0.10645287658125
"241",2,"std","BodyAccJerk","LAYING",-0.986511623611111
"242",2,"std","BodyAccJerk","SITTING",-0.985398693550725
"243",2,"std","BodyAccJerk","STANDING",-0.979352445277778
"244",2,"std","BodyAccJerk","WALKING",-0.304294553629661
"245",2,"std","BodyAccJerk","WALKING_DOWNSTAIRS",-0.057246646162766
"246",2,"std","BodyAccJerk","WALKING_UPSTAIRS",-0.378262960463889
"247",2,"std","BodyAccJerkMag","LAYING",-0.98551807625
"248",2,"std","BodyAccJerkMag","SITTING",-0.984475868043478
"249",2,"std","BodyAccJerkMag","STANDING",-0.976675280185185
"250",2,"std","BodyAccJerkMag","WALKING",-0.164150985127119
"251",2,"std","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.22961718512766
"252",2,"std","BodyAccJerkMag","WALKING_UPSTAIRS",-0.21738939458125
"253",2,"std","BodyAccMag","LAYING",-0.973997650416667
"254",2,"std","BodyAccMag","SITTING",-0.954328523152174
"255",2,"std","BodyAccMag","STANDING",-0.959197173240741
"256",2,"std","BodyAccMag","WALKING",-0.499824690508475
"257",2,"std","BodyAccMag","WALKING_DOWNSTAIRS",0.0970537733585106
"258",2,"std","BodyAccMag","WALKING_UPSTAIRS",-0.286352644522917
"259",2,"std","BodyBodyAccJerkMag","LAYING",-0.984568489166667
"260",2,"std","BodyBodyAccJerkMag","SITTING",-0.984124185869565
"261",2,"std","BodyBodyAccJerkMag","STANDING",-0.97516046
"262",2,"std","BodyBodyAccJerkMag","WALKING",-0.164091969449153
"263",2,"std","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.227480732542553
"264",2,"std","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.2604238389625
"265",2,"std","BodyBodyGyroJerkMag","LAYING",-0.989492660416667
"266",2,"std","BodyBodyGyroJerkMag","SITTING",-0.989632908913043
"267",2,"std","BodyBodyGyroJerkMag","STANDING",-0.977754298148148
"268",2,"std","BodyBodyGyroJerkMag","WALKING",-0.558104554745763
"269",2,"std","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.343698985425532
"270",2,"std","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.621820202916667
"271",2,"std","BodyBodyGyroMag","LAYING",-0.96109837875
"272",2,"std","BodyBodyGyroMag","SITTING",-0.961385745217391
"273",2,"std","BodyBodyGyroMag","STANDING",-0.956788725740741
"274",2,"std","BodyBodyGyroMag","WALKING",-0.651792839661017
"275",2,"std","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.372576755361702
"276",2,"std","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.438620401875
"277",2,"std","BodyGyro","LAYING",-0.977469821145833
"278",2,"std","BodyGyro","SITTING",-0.975358768913044
"279",2,"std","BodyGyro","STANDING",-0.970845966481481
"280",2,"std","BodyGyro","WALKING",-0.546341010903955
"281",2,"std","BodyGyro","WALKING_DOWNSTAIRS",-0.379517308309929
"282",2,"std","BodyGyro","WALKING_UPSTAIRS",-0.370622832227778
"283",2,"std","BodyGyroJerk","LAYING",-0.990279736111111
"284",2,"std","BodyGyroJerk","SITTING",-0.988713654492754
"285",2,"std","BodyGyroJerk","STANDING",-0.978793792530864
"286",2,"std","BodyGyroJerk","WALKING",-0.486394314971751
"287",2,"std","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.310534537421986
"288",2,"std","BodyGyroJerk","WALKING_UPSTAIRS",-0.525980553958333
"289",2,"std","BodyGyroJerkMag","LAYING",-0.989718095208333
"290",2,"std","BodyGyroJerkMag","SITTING",-0.989594919565217
"291",2,"std","BodyGyroJerkMag","STANDING",-0.977204427777778
"292",2,"std","BodyGyroJerkMag","WALKING",-0.557798151355932
"293",2,"std","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.343187875404255
"294",2,"std","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.597291719166667
"295",2,"std","BodyGyroMag","LAYING",-0.961164053958333
"296",2,"std","BodyGyroMag","SITTING",-0.961313624130435
"297",2,"std","BodyGyroMag","STANDING",-0.95394338037037
"298",2,"std","BodyGyroMag","WALKING",-0.553019916271186
"299",2,"std","BodyGyroMag","WALKING_DOWNSTAIRS",-0.274844110531915
"300",2,"std","BodyGyroMag","WALKING_UPSTAIRS",-0.377532167604167
"301",2,"std","GravityAcc","LAYING",-0.977152241597222
"302",2,"std","GravityAcc","SITTING",-0.963718302318841
"303",2,"std","GravityAcc","STANDING",-0.968935772592593
"304",2,"std","GravityAcc","WALKING",-0.972294309548023
"305",2,"std","GravityAcc","WALKING_DOWNSTAIRS",-0.937289532765957
"306",2,"std","GravityAcc","WALKING_UPSTAIRS",-0.912059750138889
"307",2,"std","GravityAccMag","LAYING",-0.972873912916667
"308",2,"std","GravityAccMag","SITTING",-0.953081444130435
"309",2,"std","GravityAccMag","STANDING",-0.957874965
"310",2,"std","GravityAccMag","WALKING",-0.422544169322034
"311",2,"std","GravityAccMag","WALKING_DOWNSTAIRS",0.215586334889362
"312",2,"std","GravityAccMag","WALKING_UPSTAIRS",-0.205977045295833
"313",3,"mean","BodyAcc","LAYING",-0.459151172802957
"314",3,"mean","BodyAcc","SITTING",-0.437452239550321
"315",3,"mean","BodyAcc","STANDING",-0.440603227230934
"316",3,"mean","BodyAcc","WALKING",-0.110762450613161
"317",3,"mean","BodyAcc","WALKING_DOWNSTAIRS",-0.049565892959898
"318",3,"mean","BodyAcc","WALKING_UPSTAIRS",-0.142827347839774
"319",3,"mean","BodyAccJerk","LAYING",-0.473659784225808
"320",3,"mean","BodyAccJerk","SITTING",-0.471477422459776
"321",3,"mean","BodyAccJerk","STANDING",-0.465934135739672
"322",3,"mean","BodyAccJerk","WALKING",-0.145571532883822
"323",3,"mean","BodyAccJerk","WALKING_DOWNSTAIRS",-0.112359379861531
"324",3,"mean","BodyAccJerk","WALKING_UPSTAIRS",-0.222714634722119
"325",3,"mean","BodyAccJerkMag","LAYING",-0.979484593387097
"326",3,"mean","BodyAccJerkMag","SITTING",-0.969080752884615
"327",3,"mean","BodyAccJerkMag","STANDING",-0.959303840327869
"328",3,"mean","BodyAccJerkMag","WALKING",-0.280009317413793
"329",3,"mean","BodyAccJerkMag","WALKING_DOWNSTAIRS",-0.205239246653061
"330",3,"mean","BodyAccJerkMag","WALKING_UPSTAIRS",-0.436901159491525
"331",3,"mean","BodyAccMag","LAYING",-0.969157810645161
"332",3,"mean","BodyAccMag","SITTING",-0.899784537884615
"333",3,"mean","BodyAccMag","STANDING",-0.926199875655738
"334",3,"mean","BodyAccMag","WALKING",-0.272360934224138
"335",3,"mean","BodyAccMag","WALKING_DOWNSTAIRS",-0.0169356461335714
"336",3,"mean","BodyAccMag","WALKING_UPSTAIRS",-0.249940487245763
"337",3,"mean","BodyBodyAccJerkMag","LAYING",-0.975949597903226
"338",3,"mean","BodyBodyAccJerkMag","SITTING",-0.965888891730769
"339",3,"mean","BodyBodyAccJerkMag","STANDING",-0.948627467704918
"340",3,"mean","BodyBodyAccJerkMag","WALKING",-0.186764516965517
"341",3,"mean","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",-0.049477977322449
"342",3,"mean","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.412920898474576
"343",3,"mean","BodyBodyGyroJerkMag","LAYING",-0.984278251290323
"344",3,"mean","BodyBodyGyroJerkMag","SITTING",-0.977898105576923
"345",3,"mean","BodyBodyGyroJerkMag","STANDING",-0.960331717868852
"346",3,"mean","BodyBodyGyroJerkMag","WALKING",-0.607751646034483
"347",3,"mean","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.576277199387755
"348",3,"mean","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.716877778644068
"349",3,"mean","BodyBodyGyroMag","LAYING",-0.96458672483871
"350",3,"mean","BodyBodyGyroMag","SITTING",-0.946664943653846
"351",3,"mean","BodyBodyGyroMag","STANDING",-0.913682362622951
"352",3,"mean","BodyBodyGyroMag","WALKING",-0.569755772241379
"353",3,"mean","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.332376629371429
"354",3,"mean","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.514211583728814
"355",3,"mean","BodyGyro","LAYING",-0.477546185805242
"356",3,"mean","BodyGyro","SITTING",-0.478076378702692
"357",3,"mean","BodyGyro","STANDING",-0.46196875932541
"358",3,"mean","BodyGyro","WALKING",-0.239950877543678
"359",3,"mean","BodyGyro","WALKING_DOWNSTAIRS",-0.166051590341837
"360",3,"mean","BodyGyro","WALKING_UPSTAIRS",-0.248755092766384
"361",3,"mean","BodyGyroJerk","LAYING",-0.0692518484569892
"362",3,"mean","BodyGyroJerk","SITTING",-0.0662349579690385
"363",3,"mean","BodyGyroJerk","STANDING",-0.0627950198786885
"364",3,"mean","BodyGyroJerk","WALKING",-0.0614629639185632
"365",3,"mean","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.0528820904122449
"366",3,"mean","BodyGyroJerk","WALKING_UPSTAIRS",-0.0684553026570622
"367",3,"mean","BodyGyroJerkMag","LAYING",-0.98671362516129
"368",3,"mean","BodyGyroJerkMag","SITTING",-0.977998051923077
"369",3,"mean","BodyGyroJerkMag","STANDING",-0.962339339672131
"370",3,"mean","BodyGyroJerkMag","WALKING",-0.566135217931034
"371",3,"mean","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.508567577142857
"372",3,"mean","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.658861401355932
"373",3,"mean","BodyGyroMag","LAYING",-0.951564751451613
"374",3,"mean","BodyGyroMag","SITTING",-0.919354372307692
"375",3,"mean","BodyGyroMag","STANDING",-0.892089349344262
"376",3,"mean","BodyGyroMag","WALKING",-0.466411754137931
"377",3,"mean","BodyGyroMag","WALKING_DOWNSTAIRS",-0.215294501244898
"378",3,"mean","BodyGyroMag","WALKING_UPSTAIRS",-0.347321812220339
"379",3,"mean","GravityAcc","LAYING",0.361325602258065
"380",3,"mean","GravityAcc","SITTING",0.389140982107628
"381",3,"mean","GravityAcc","STANDING",0.219352918316393
"382",3,"mean","GravityAcc","WALKING",0.178804173028736
"383",3,"mean","GravityAcc","WALKING_DOWNSTAIRS",0.202625271809524
"384",3,"mean","GravityAcc","WALKING_UPSTAIRS",0.112579442372881
"385",3,"mean","GravityAccMag","LAYING",-0.972791346129032
"386",3,"mean","GravityAccMag","SITTING",-0.895383350192308
"387",3,"mean","GravityAccMag","STANDING",-0.925430819016393
"388",3,"mean","GravityAccMag","WALKING",-0.254690333275862
"389",3,"mean","GravityAccMag","WALKING_DOWNSTAIRS",-0.0628126118283674
"390",3,"mean","GravityAccMag","WALKING_UPSTAIRS",-0.184014895
