"subject" "calculation" "readingtype" "activitydescription" "average"
2 "mean" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.380175306489362
2 "mean" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.60079849625
2 "mean" "BodyBodyGyroMag" "LAYING" -0.972112972708333
2 "mean" "BodyBodyGyroMag" "SITTING" -0.971840596086956
2 "mean" "BodyBodyGyroMag" "STANDING" -0.961775904814815
2 "mean" "BodyBodyGyroMag" "WALKING" -0.530704814745763
2 "mean" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.320838543553191
2 "mean" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.450612184791667
2 "mean" "BodyGyro" "LAYING" -0.486303208440972
2 "mean" "BodyGyro" "SITTING" -0.498118121863768
2 "mean" "BodyGyro" "STANDING" -0.486384639482253
2 "mean" "BodyGyro" "WALKING" -0.233262656645056
2 "mean" "BodyGyro" "WALKING_DOWNSTAIRS" -0.10313018405
2 "mean" "BodyGyro" "WALKING_UPSTAIRS" -0.181545499074653
2 "mean" "BodyGyroJerk" "LAYING" -0.0693371513
2 "mean" "BodyGyroJerk" "SITTING" -0.0595927136152174
2 "mean" "BodyGyroJerk" "STANDING" -0.0674860197895062
2 "mean" "BodyGyroJerk" "WALKING" -0.0624024011683616
2 "mean" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.057091285764539
2 "mean" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.0566023063805556
2 "mean" "BodyGyroJerkMag" "LAYING" -0.991767074166667
2 "mean" "BodyGyroJerkMag" "SITTING" -0.991081493913043
2 "mean" "BodyGyroJerkMag" "STANDING" -0.983951904259259
2 "mean" "BodyGyroJerkMag" "WALKING" -0.547911950338983
2 "mean" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.410872671489362
2 "mean" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.572816438541667
2 "mean" "BodyGyroMag" "LAYING" -0.950011569583333
2 "mean" "BodyGyroMag" "SITTING" -0.946035087173913
2 "mean" "BodyGyroMag" "STANDING" -0.963466341851852
2 "mean" "BodyGyroMag" "WALKING" -0.446549092881356
2 "mean" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.162188586930426
2 "mean" "BodyGyroMag" "WALKING_UPSTAIRS" -0.219713472958333
2 "mean" "GravityAcc" "LAYING" 0.296539093611111
2 "mean" "GravityAcc" "SITTING" 0.344524672435188
2 "mean" "GravityAcc" "STANDING" 0.218871010407407
2 "mean" "GravityAcc" "WALKING" 0.217045776836158
2 "mean" "GravityAcc" "WALKING_DOWNSTAIRS" 0.164054076207092
2 "mean" "GravityAcc" "WALKING_UPSTAIRS" 0.0595380964111111
2 "mean" "GravityAccMag" "LAYING" -0.977435485208333
2 "mean" "GravityAccMag" "SITTING" -0.967893623913043
2 "mean" "GravityAccMag" "STANDING" -0.965875181296296
2 "mean" "GravityAccMag" "WALKING" -0.290407593728814
2 "mean" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.0899511204978723
2 "mean" "GravityAccMag" "WALKING_UPSTAIRS" -0.107322679520833
2 "std" "BodyAcc" "LAYING" -0.979605655520833
2 "std" "BodyAcc" "SITTING" -0.965275609782609
2 "std" "BodyAcc" "STANDING" -0.964619604228395
2 "std" "BodyAcc" "WALKING" -0.334847472179096
2 "std" "BodyAcc" "WALKING_DOWNSTAIRS" 0.038742710143617
2 "std" "BodyAcc" "WALKING_UPSTAIRS" -0.10645287658125
2 "std" "BodyAccJerk" "LAYING" -0.986511623611111
2 "std" "BodyAccJerk" "SITTING" -0.985398693550725
2 "std" "BodyAccJerk" "STANDING" -0.979352445277778
2 "std" "BodyAccJerk" "WALKING" -0.304294553629661
2 "std" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.057246646162766
2 "std" "BodyAccJerk" "WALKING_UPSTAIRS" -0.378262960463889
2 "std" "BodyAccJerkMag" "LAYING" -0.98551807625
2 "std" "BodyAccJerkMag" "SITTING" -0.984475868043478
2 "std" "BodyAccJerkMag" "STANDING" -0.976675280185185
2 "std" "BodyAccJerkMag" "WALKING" -0.164150985127119
2 "std" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.22961718512766
2 "std" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.21738939458125
2 "std" "BodyAccMag" "LAYING" -0.973997650416667
2 "std" "BodyAccMag" "SITTING" -0.954328523152174
2 "std" "BodyAccMag" "STANDING" -0.959197173240741
2 "std" "BodyAccMag" "WALKING" -0.499824690508475
2 "std" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.0970537733585106
2 "std" "BodyAccMag" "WALKING_UPSTAIRS" -0.286352644522917
2 "std" "BodyBodyAccJerkMag" "LAYING" -0.984568489166667
2 "std" "BodyBodyAccJerkMag" "SITTING" -0.984124185869565
2 "std" "BodyBodyAccJerkMag" "STANDING" -0.97516046
2 "std" "BodyBodyAccJerkMag" "WALKING" -0.164091969449153
2 "std" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.227480732542553
2 "std" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.2604238389625
2 "std" "BodyBodyGyroJerkMag" "LAYING" -0.989492660416667
2 "std" "BodyBodyGyroJerkMag" "SITTING" -0.989632908913043
2 "std" "BodyBodyGyroJerkMag" "STANDING" -0.977754298148148
2 "std" "BodyBodyGyroJerkMag" "WALKING" -0.558104554745763
2 "std" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.343698985425532
2 "std" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.621820202916667
2 "std" "BodyBodyGyroMag" "LAYING" -0.96109837875
2 "std" "BodyBodyGyroMag" "SITTING" -0.961385745217391
2 "std" "BodyBodyGyroMag" "STANDING" -0.956788725740741
2 "std" "BodyBodyGyroMag" "WALKING" -0.651792839661017
2 "std" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.372576755361702
2 "std" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.438620401875
2 "std" "BodyGyro" "LAYING" -0.977469821145833
2 "std" "BodyGyro" "SITTING" -0.975358768913044
2 "std" "BodyGyro" "STANDING" -0.970845966481481
2 "std" "BodyGyro" "WALKING" -0.546341010903955
2 "std" "BodyGyro" "WALKING_DOWNSTAIRS" -0.379517308309929
2 "std" "BodyGyro" "WALKING_UPSTAIRS" -0.370622832227778
2 "std" "BodyGyroJerk" "LAYING" -0.990279736111111
2 "std" "BodyGyroJerk" "SITTING" -0.988713654492754
2 "std" "BodyGyroJerk" "STANDING" -0.978793792530864
2 "std" "BodyGyroJerk" "WALKING" -0.486394314971751
2 "std" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.310534537421986
2 "std" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.525980553958333
2 "std" "BodyGyroJerkMag" "LAYING" -0.989718095208333
2 "std" "BodyGyroJerkMag" "SITTING" -0.989594919565217
2 "std" "BodyGyroJerkMag" "STANDING" -0.977204427777778
2 "std" "BodyGyroJerkMag" "WALKING" -0.557798151355932
2 "std" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.343187875404255
2 "std" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.597291719166667
2 "std" "BodyGyroMag" "LAYING" -0.961164053958333
2 "std" "BodyGyroMag" "SITTING" -0.961313624130435
2 "std" "BodyGyroMag" "STANDING" -0.95394338037037
2 "std" "BodyGyroMag" "WALKING" -0.553019916271186
2 "std" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.274844110531915
2 "std" "BodyGyroMag" "WALKING_UPSTAIRS" -0.377532167604167
2 "std" "GravityAcc" "LAYING" -0.977152241597222
2 "std" "GravityAcc" "SITTING" -0.963718302318841
2 "std" "GravityAcc" "STANDING" -0.968935772592593
2 "std" "GravityAcc" "WALKING" -0.972294309548023
2 "std" "GravityAcc" "WALKING_DOWNSTAIRS" -0.937289532765957
2 "std" "GravityAcc" "WALKING_UPSTAIRS" -0.912059750138889
2 "std" "GravityAccMag" "LAYING" -0.972873912916667
2 "std" "GravityAccMag" "SITTING" -0.953081444130435
2 "std" "GravityAccMag" "STANDING" -0.957874965
2 "std" "GravityAccMag" "WALKING" -0.422544169322034
2 "std" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.215586334889362
2 "std" "GravityAccMag" "WALKING_UPSTAIRS" -0.205977045295833
3 "mean" "BodyAcc" "LAYING" -0.459151172802957
3 "mean" "BodyAcc" "SITTING" -0.437452239550321
3 "mean" "BodyAcc" "STANDING" -0.440603227230934
3 "mean" "BodyAcc" "WALKING" -0.110762450613161
3 "mean" "BodyAcc" "WALKING_DOWNSTAIRS" -0.049565892959898
3 "mean" "BodyAcc" "WALKING_UPSTAIRS" -0.142827347839774
3 "mean" "BodyAccJerk" "LAYING" -0.473659784225808
3 "mean" "BodyAccJerk" "SITTING" -0.471477422459776
3 "mean" "BodyAccJerk" "STANDING" -0.465934135739672
3 "mean" "BodyAccJerk" "WALKING" -0.145571532883822
3 "mean" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.112359379861531
3 "mean" "BodyAccJerk" "WALKING_UPSTAIRS" -0.222714634722119
3 "mean" "BodyAccJerkMag" "LAYING" -0.979484593387097
3 "mean" "BodyAccJerkMag" "SITTING" -0.969080752884615
3 "mean" "BodyAccJerkMag" "STANDING" -0.959303840327869
3 "mean" "BodyAccJerkMag" "WALKING" -0.280009317413793
3 "mean" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" -0.205239246653061
3 "mean" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.436901159491525
3 "mean" "BodyAccMag" "LAYING" -0.969157810645161
3 "mean" "BodyAccMag" "SITTING" -0.899784537884615
3 "mean" "BodyAccMag" "STANDING" -0.926199875655738
3 "mean" "BodyAccMag" "WALKING" -0.272360934224138
3 "mean" "BodyAccMag" "WALKING_DOWNSTAIRS" -0.0169356461335714
3 "mean" "BodyAccMag" "WALKING_UPSTAIRS" -0.249940487245763
3 "mean" "BodyBodyAccJerkMag" "LAYING" -0.975949597903226
3 "mean" "BodyBodyAccJerkMag" "SITTING" -0.965888891730769
3 "mean" "BodyBodyAccJerkMag" "STANDING" -0.948627467704918
3 "mean" "BodyBodyAccJerkMag" "WALKING" -0.186764516965517
3 "mean" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" -0.049477977322449
3 "mean" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.412920898474576
3 "mean" "BodyBodyGyroJerkMag" "LAYING" -0.984278251290323
3 "mean" "BodyBodyGyroJerkMag" "SITTING" -0.977898105576923
3 "mean" "BodyBodyGyroJerkMag" "STANDING" -0.960331717868852
3 "mean" "BodyBodyGyroJerkMag" "WALKING" -0.607751646034483
3 "mean" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.576277199387755
3 "mean" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.716877778644068
3 "mean" "BodyBodyGyroMag" "LAYING" -0.96458672483871
3 "mean" "BodyBodyGyroMag" "SITTING" -0.946664943653846
3 "mean" "BodyBodyGyroMag" "STANDING" -0.913682362622951
3 "mean" "BodyBodyGyroMag" "WALKING" -0.569755772241379
3 "mean" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.332376629371429
3 "mean" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.514211583728814
3 "mean" "BodyGyro" "LAYING" -0.477546185805242
3 "mean" "BodyGyro" "SITTING" -0.478076378702692
3 "mean" "BodyGyro" "STANDING" -0.46196875932541
3 "mean" "BodyGyro" "WALKING" -0.239950877543678
3 "mean" "BodyGyro" "WALKING_DOWNSTAIRS" -0.166051590341837
3 "mean" "BodyGyro" "WALKING_UPSTAIRS" -0.248755092766384
3 "mean" "BodyGyroJerk" "LAYING" -0.0692518484569892
3 "mean" "BodyGyroJerk" "SITTING" -0.0662349579690385
3 "mean" "BodyGyroJerk" "STANDING" -0.0627950198786885
3 "mean" "BodyGyroJerk" "WALKING" -0.0614629639185632
3 "mean" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.0528820904122449
3 "mean" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.0684553026570622
3 "mean" "BodyGyroJerkMag" "LAYING" -0.98671362516129
3 "mean" "BodyGyroJerkMag" "SITTING" -0.977998051923077
3 "mean" "BodyGyroJerkMag" "STANDING" -0.962339339672131
3 "mean" "BodyGyroJerkMag" "WALKING" -0.566135217931034
3 "mean" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.508567577142857
3 "mean" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.658861401355932
3 "mean" "BodyGyroMag" "LAYING" -0.951564751451613
3 "mean" "BodyGyroMag" "SITTING" -0.919354372307692
3 "mean" "BodyGyroMag" "STANDING" -0.892089349344262
3 "mean" "BodyGyroMag" "WALKING" -0.466411754137931
3 "mean" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.215294501244898
3 "mean" "BodyGyroMag" "WALKING_UPSTAIRS" -0.347321812220339
3 "mean" "GravityAcc" "LAYING" 0.361325602258065
3 "mean" "GravityAcc" "SITTING" 0.389140982107628
3 "mean" "GravityAcc" "STANDING" 0.219352918316393
3 "mean" "GravityAcc" "WALKING" 0.178804173028736
3 "mean" "GravityAcc" "WALKING_DOWNSTAIRS" 0.202625271809524
3 "mean" "GravityAcc" "WALKING_UPSTAIRS" 0.112579442372881
3 "mean" "GravityAccMag" "LAYING" -0.972791346129032
3 "mean" "GravityAccMag" "SITTING" -0.895383350192308
3 "mean" "GravityAccMag" "STANDING" -0.925430819016393
3 "mean" "GravityAccMag" "WALKING" -0.254690333275862
3 "mean" "GravityAccMag" "WALKING_DOWNSTAIRS" -0.0628126118283674
3 "mean" "GravityAccMag" "WALKING_UPSTAIRS" -0.184014895
3 "std" "BodyAcc" "LAYING" -0.969931671989247
3 "std" "BodyAcc" "SITTING" -0.89805368474359
3 "std" "BodyAcc" "STANDING" -0.923129625956284
3 "std" "BodyAcc" "WALKING" -0.290664812121552
3 "std" "BodyAcc" "WALKING_DOWNSTAIRS" -0.169614628831293
3 "std" "BodyAcc" "WALKING_UPSTAIRS" -0.219236680996045
3 "std" "BodyAccJerk" "LAYING" -0.978260289301075
3 "std" "BodyAccJerk" "SITTING" -0.968777535224359
3 "std" "BodyAccJerk" "STANDING" -0.958658054754098
3 "std" "BodyAccJerk" "WALKING" -0.281478074740833
3 "std" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.282611942549786
